event,sector,region,trkID,c_layer,z_layer,x0,y0,z0,r,phi,theta,eta,c_x0,c_y0,c_z0,z_x0,z_y0,z_z0
18,3,3,3,6,5,2.179589254,-22.1576585,-4.514326096,22.26460059,-1.472744459,1.770842407,-0.2013938409,19.28170967,-11.13230038,-4.514326096,2.032744408,-20.66483688,1.482499957
19,2,1,2,1,2,9.078776617,11.6434197,-11.71214962,14.7645998,0.9085350943,2.241413281,-0.7273956519,2.842170985e-15,14.7645998,-11.71214962,10.00111866,12.82631207,2.058000088
19,2,2,2,4,3,11.61818992,15.36692894,-12.83166695,19.26460075,0.9234334844,2.158389131,-0.6246526672,0,19.26460075,-12.83166695,10.71350384,14.17033577,2.378000021
19,2,3,2,6,5,13.16073571,17.95849332,-13.60310078,22.26460075,0.9383671639,2.119246175,-0.5782125484,0,22.26460075,-13.60310078,12.27406406,16.74858475,1.482499957
19,1,1,3,1,2,-13.36337232,-6.278033239,-3.681021929,14.76460027,-2.70240044,1.815129263,-0.2468009148,-12.78651905,-7.3822999,-3.681021929,-14.72089958,-6.915791512,2.058000088
19,1,2,3,4,3,-17.35455976,-8.363259124,-2.330199957,19.26460089,-2.692525085,1.691169155,-0.1206645788,-16.6836338,-9.632300377,-2.330199957,-16.00323868,-7.712049961,2.378000021
19,1,3,3,6,5,-19.88016256,-10.02454867,-1.470649958,22.26460059,-2.674551762,1.636753796,-0.06600534464,-19.28170967,-11.13230038,-1.470649958,-18.54072762,-9.349140167,1.482499957
20,2,1,1,1,2,3.117128666,14.43180225,-11.62439632,14.7645998,1.358073856,2.237754738,-0.7227325513,1.421085493e-15,14.7645998,-11.62439632,3.433806658,15.8979702,2.058000088
20,2,2,1,4,3,3.867394417,18.87241645,-13.83992958,19.26460075,1.368671513,2.19377307,-0.6676854139,-1.421085493e-15,19.26460075,-13.83992958,3.566260576,17.40291977,2.378000021
20,2,3,1,6,5,4.07398752,21.88869737,-15.38749981,22.26460075,1.386779052,2.175537328,-0.6453762045,0,22.26460075,-15.38749981,3.799512863,20.41400146,1.482499957
20,2,1,2,1,2,-6.996179543,13.00180292,-6.653483391,14.7645998,2.064451974,1.994180331,-0.4366310142,2.842170985e-15,14.7645998,-6.653483391,-7.70691967,14.32265282,2.058000088
20,2,2,2,4,3,-9.193705872,16.92928275,-7.418740749,19.26460075,2.0682998,1.93838968,-0.3761629787,0,19.26460075,-7.418740749,-8.477809906,15.61103249,2.378000021
20,2,3,2,6,5,-10.83463093,19.45053263,-7.921429634,22.26460075,2.079024777,1.91261624,-0.3486776224,0,22.26460075,-7.921429634,-10.10467625,18.14010429,1.482499957
20,3,1,3,1,2,12.01651355,-8.578859098,-1.340944409,14.76460027,-0.6200089217,1.661369425,-0.09069718902,12.78651905,-7.3822999,-1.340944409,13.2372694,-9.45038414,2.058000088
20,3,2,3,4,3,15.73218336,-11.11859947,-0.4840000272,19.26460089,-0.6152366802,1.595914845,-0.02512116016,16.6836338,-9.632300377,-0.4840000272,14.50722504,-10.25286961,2.378000021
20,3,3,3,6,5,18.49371206,-12.39738092,0.08200000226,22.26460059,-0.5905527862,1.567113367,0.003682968241,19.28170967,-11.13230038,0.08200000226,17.24768639,-11.56209946,1.482499957
21,3,1,1,1,2,14.52058524,2.673205104,-8.390559196,14.76460027,0.1820591022,2.087572449,-0.5414434377,12.78651905,-7.3822999,-8.390559196,15.99574471,2.944778442,2.058000088
21,3,2,1,4,3,18.85267294,3.962520732,-11.55182266,19.26460089,0.2071679346,2.110950979,-0.5685160603,16.6836338,-9.632300377,-11.55182266,17.38467216,3.653971195,2.378000021
21,3,3,1,6,5,21.5745775,5.500004102,-13.66811657,22.26460059,0.2496131258,2.121369801,-0.5807027886,19.28170967,-11.13230038,-13.66811657,20.12095642,5.129432678,1.482499957
21,3,1,2,1,2,4.508325473,-14.05946026,4.677124977,14.76460027,-1.260493581,1.26401732,0.3117074153,12.78651905,-7.3822999,4.677124977,4.966340542,-15.48780537,2.058000088
21,3,2,2,4,3,6.040675685,-18.29303378,5.517000198,19.26460089,-1.251852846,1.291881122,0.2826034725,16.6836338,-9.632300377,5.517000198,5.570325375,-16.8686676,2.378000021
21,3,3,2,6,5,7.084091105,-21.1075364,6.057750225,22.26460059,-1.246990049,1.305146934,0.2688301329,19.28170967,-11.13230038,6.057750225,6.606809139,-19.68544197,1.482499957
21,1,1,3,1,2,-2.309875362,-14.58279456,-3.134799957,14.76460027,-1.72788851,1.780008196,-0.2107549715,-12.78651905,-7.3822999,-3.134799957,-2.544535875,-16.06426239,2.058000088
21,1,2,3,4,3,-2.787433652,-19.06187454,-4.688666821,19.26460089,-1.715998018,1.809537127,-0.2410415867,-16.6836338,-9.632300377,-4.688666821,-2.570392609,-17.57763863,2.378000021
21,1,3,3,6,5,-2.855735694,-22.08069775,-5.72759676,22.26460059,-1.699414149,1.822587984,-0.2544951771,-19.28170967,-11.13230038,-5.72759676,-2.663327932,-20.59299088,1.482499957
22,2,1,-1,1,2,1.998901131,14.6286637,18.34034729,14.7645998,1.434994585,0.6778028153,1.042700972,-5.104478973e-08,14.7645998,18.34034729,2.201967716,16.11477661,2.058000088
22,2,1,1,1,2,1.354619685,14.70232678,-3.293911695,14.7645998,1.478919311,1.790297038,-0.2212848549,1.421085493e-15,14.7645998,-3.293911695,1.492236733,16.19594955,2.058000088
22,2,2,1,4,3,1.596583374,19.19832711,-4.309000015,19.26460075,1.487824623,1.790848785,-0.2218502011,0,19.26460075,-4.309000015,1.47226429,17.7034359,2.378000021
22,2,3,1,6,5,1.361485431,22.22293419,-5.035749912,22.26460075,1.509607923,1.79323117,-0.2242921068,0,22.26460075,-5.035749912,1.269755125,20.72566032,1.482499957
22,1,1,2,1,2,-1.840144908,-14.64948081,1.60950017,14.76460027,-1.695753479,1.462214327,0.1087959958,-12.78651905,-7.3822999,1.60950017,-2.027089119,-16.13775253,2.058000088
23,1,1,1,1,2,-7.501226114,-12.71711555,-0.6127894521,14.76460027,-2.103721233,1.612276485,-0.04149205852,-12.78651905,-7.3822999,-0.6127894521,-8.263268471,-14.00903511,2.058000088
23,1,2,1,4,3,-9.52774705,-16.74356245,-0.7616666555,19.26460089,-2.088139534,1.610312855,-0.03952681719,-16.6836338,-9.632300377,-0.7616666555,-8.785810471,-15.43972206,2.378000021
23,1,3,1,6,5,-10.56325014,-19.59923943,-0.8585000038,22.26460059,-2.065125779,1.609336201,-0.03854941871,-19.28170967,-11.13230038,-0.8585000038,-9.851554871,-18.27874756,1.482499957
23,2,1,2,1,2,8.843284631,11.82327045,1.378499985,14.7645998,0.9286047403,1.477700995,0.09323009589,1.421085493e-15,14.7645998,1.378499985,9.741684914,13.0244112,2.058000088
23,2,2,2,4,3,11.35347298,15.56353088,1.838879943,19.26460075,0.9405499758,1.475630828,0.09530946849,0,19.26460075,1.838879943,10.46943092,14.35167122,2.378000021
23,2,3,2,6,5,12.67988512,18.30117373,2.161824942,22.26460075,0.9648882241,1.474002795,0.0969450301,1.421085493e-15,22.26460075,2.161824942,11.82557011,17.06812096,1.482499957
23,2,1,3,1,2,-1.709918888,14.66525092,15.41455841,14.7645998,1.68686886,0.7638648209,0.9121614094,1.421085493e-15,14.7645998,15.41455841,-1.883630037,16.15509796,2.058000088
23,2,2,3,4,3,-2.423561908,19.11154598,20.18848801,19.26460075,1.696934455,0.7619850807,0.9148815775,0,19.26460075,20.18848801,-2.234849691,17.62341309,2.378000021
23,2,3,3,6,5,-3.13527479,22.04274254,23.4904995,22.26460075,1.712084754,0.7586119575,0.9197762855,0,22.26460075,23.4904995,-2.924032211,20.55758858,1.482499957
24,2,1,1,1,2,5.630518872,13.64883381,-4.535099983,14.7645998,1.179537273,1.868809256,-0.3025246428,2.842170985e-15,14.7645998,-4.535099983,6.20253849,15.0354557,2.058000088
24,2,2,1,4,3,6.970101286,17.9594691,-5.048500061,19.26460075,1.200588959,1.82709389,-0.2591505051,0,19.26460075,-5.048500061,6.427369595,16.56104279,2.378000021
24,2,3,1,6,5,7.32534907,21.02502575,-5.379499912,22.26460075,1.235537848,1.807869419,-0.2393255429,0,22.26460075,-5.379499912,6.831798553,19.60844994,1.482499957
24,3,1,2,1,2,2.744930059,-14.50719753,14.33285713,14.76460027,-1.38379542,0.8002349052,0.8605446418,12.78651905,-7.3822999,14.33285713,3.023793459,-15.98101521,2.058000088
24,3,2,2,4,3,3.635879763,-18.91838328,19.72994041,19.26460089,-1.380923796,0.7734652769,0.8983511394,16.6836338,-9.632300377,19.72994041,3.352775574,-17.44532204,2.378000021
24,3,3,2,6,5,4.538194162,-21.79718407,23.24406242,22.26460059,-1.365527829,0.7638789498,0.9121409838,19.28170967,-11.13230038,23.24406242,4.232449055,-20.32867432,1.482499957
24,1,1,3,1,2,-14.64444523,-1.879799252,1.444499969,14.76460027,-3.013928161,1.473271339,0.09767995149,-12.78651905,-7.3822999,1.444499969,-16.13222504,-2.070774555,2.058000088
24,1,2,3,4,3,-19.07506265,-2.69570627,2.819666624,19.26460089,-3.001201376,1.425463105,0.1458475556,-16.6836338,-9.632300377,2.819666624,-17.58980942,-2.485808849,2.378000021
24,1,3,3,6,5,-22.0164501,-3.314870178,3.721593142,22.26460059,-2.992151812,1.405174569,0.1663841749,-19.28170967,-11.13230038,3.721593142,-20.53315353,-3.091540098,1.482499957
25,3,1,1,1,2,14.00768917,-4.66669747,-13.42798138,14.76460027,-0.3215878471,2.308819659,-0.815890399,12.78651905,-7.3822999,-13.42798138,15.43068123,-5.140770912,2.058000088
25,3,2,1,4,3,18.30526456,-6.00351037,-15.92825031,19.26460089,-0.3169124959,2.261675036,-0.7534701567,16.6836338,-9.632300377,-15.92825031,16.87988281,-5.536033154,2.378000021
25,3,3,1,6,5,21.2149967,-6.7554685,-17.5364151,22.26460059,-0.3082771508,2.237953037,-0.7229849537,19.28170967,-11.13230038,-17.5364151,19.78570938,-6.300342083,1.482499957
25,3,1,2,1,2,11.52215796,-9.232188107,-12.05519009,14.76460027,-0.6755057935,2.255513272,-0.7454952399,12.78651905,-7.3822999,-12.05519009,12.69271755,-10.17010498,2.058000088
25,3,2,2,4,3,15.10649656,-11.95485714,-14.14373589,19.26460089,-0.6694577288,2.204097245,-0.6804452461,16.6836338,-9.632300377,-14.14373589,13.93020916,-11.02397633,2.378000021
25,3,3,2,6,5,17.60856088,-13.62538158,-15.53390026,22.26460059,-0.6585555623,2.179973628,-0.6507772049,19.28170967,-11.13230038,-15.53390026,16.42221642,-12.70739651,1.482499957
25,1,1,3,1,2,-10.13898404,-10.73286653,-10.34749985,14.76460027,-2.327748412,2.182080258,-0.6533477847,-12.78651905,-7.3822999,-10.34749985,-11.16898441,-11.82319832,2.058000088
25,1,2,3,4,3,-13.14199393,-14.08590938,-11.90799999,19.26460089,-2.321541158,2.124439115,-0.5843077233,-16.6836338,-9.632300377,-11.90799999,-12.11868095,-12.9890976,2.378000021
25,1,3,3,6,5,-14.90406377,-16.54029391,-12.98050117,22.26460059,-2.304205649,2.098630047,-0.5542022398,-19.28170967,-11.13230038,-12.98050117,-13.89991474,-15.42590523,1.482499957
26,2,1,1,1,2,-7.143840423,12.92125966,-10.04362488,14.7645998,2.075844091,2.168144188,-0.6364120178,1.421085493e-15,14.7645998,-10.04362488,-7.869576931,14.23391914,2.058000088
26,2,2,1,4,3,-9.485519892,16.76752082,-12.24724483,19.26460075,2.085619349,2.137080337,-0.5992277663,0,19.26460075,-12.24724483,-8.746923447,15.46190643,2.378000021
26,2,3,1,6,5,-11.24857057,19.21411218,-13.77732277,22.26460075,2.10043575,2.124924391,-0.5848783099,0,22.26460075,-13.77732277,-10.4907093,17.91958046,1.482499957
26,1,1,2,1,2,-13.45697628,6.074801281,0.7473750114,14.76460027,2.717555207,1.520220108,0.05059779444,-12.78651905,-7.3822999,0.7473750114,-14.82397747,6.691898346,2.058000088
26,1,2,2,4,3,-17.64846558,7.723762701,1.842068911,19.26460089,2.729060514,1.475466791,0.09547425261,-16.6836338,-9.632300377,1.842068911,-16.27422905,7.122334957,2.378000021
26,1,3,2,6,5,-20.64546074,8.335309856,2.599900007,22.26460059,2.757869987,1.454549982,0.1165090433,-19.28170967,-11.13230038,2.599900007,-19.25445747,7.773712158,1.482499957
26,2,1,3,1,2,11.22330624,9.593268693,12.41961575,14.7645998,0.7072528317,0.8714478543,0.7644988465,2.842170985e-15,14.7645998,12.41961575,12.36349678,10.56786156,2.058000088
26,2,2,3,4,3,14.56266283,12.61164912,17.03642845,19.26460075,0.7137248951,0.8467016693,0.7971804304,0,19.26460075,17.03642845,13.42873383,11.62963676,2.378000021
26,2,3,3,6,5,16.66240578,14.76741956,20.18600082,22.26460075,0.7251784524,0.8343242335,0.8137950399,0,22.26460075,20.18600082,15.5397892,13.7724762,1.482499957
27,1,2,1,4,3,-17.38474021,8.300340679,-5.561333179,19.26460089,2.696147401,1.85183707,-0.2848151307,-16.6836338,-9.632300377,-5.561333179,-16.03105736,7.654025078,2.378000021
27,1,3,1,6,5,-20.22377965,9.311883603,-6.685062408,22.26460059,2.71008892,1.862487246,-0.2959174894,-19.28170967,-11.13230038,-6.685062408,-18.86125946,8.684521675,1.482499957
27,3,1,2,1,2,13.5526063,5.858351621,13.29961586,14.76460027,0.4080101696,0.8375519775,0.8094445407,12.78651905,-7.3822999,13.29961586,14.92945671,6.453519344,2.058000088
27,3,2,2,4,3,17.61191384,7.806749538,16.9341526,19.26460089,0.4172392176,0.8496886813,0.7931982112,16.6836338,-9.632300377,16.9341526,16.24045753,7.198830605,2.378000021
27,3,3,2,6,5,20.19268414,9.37912293,19.22649956,22.26460059,0.4348310539,0.8584906755,0.7815239696,19.28170967,-11.13230038,19.22649956,18.83215332,8.747181892,1.482499957
27,1,1,3,1,2,-14.37340059,3.376207455,4.497970581,14.76460027,2.910882342,1.275082978,0.3001198743,-12.78651905,-7.3822999,4.497970581,-15.83359718,3.719197035,2.058000088
27,1,2,3,4,3,-18.81930917,4.118063823,5.419079781,19.26460089,2.926167006,1.296585064,0.2777137122,-16.6836338,-9.632300377,5.419079781,-17.35391617,3.797404766,2.378000021
27,1,3,3,6,5,-21.84922532,4.280629924,6.050285816,22.26460059,2.94812633,1.305459112,0.2685066203,-19.28170967,-11.13230038,6.050285816,-20.37715721,3.992227077,1.482499957
28,3,1,1,1,2,11.26529255,-9.543930265,-2.976500034,14.76460027,-0.70286495,1.76972705,-0.2002559173,12.78651905,-7.3822999,-2.976500034,12.4097023,-10.5134716,2.058000088
28,3,2,1,4,3,14.76413385,-12.37518481,-3.514250278,19.26460089,-0.6975990789,1.751232414,-0.1814232146,16.6836338,-9.632300377,-3.514250278,13.61451149,-11.41158009,2.378000021
28,3,3,1,6,5,17.23508427,-14.09483274,-3.863071442,22.26460059,-0.6855000885,1.742593313,-0.1726483513,19.28170967,-11.13230038,-3.863071442,16.07388878,-13.14520836,1.482499957
28,3,1,2,1,2,7.071871712,-12.96078901,8.885499954,14.76460027,-1.071309849,1.029046218,0.5703772617,12.78651905,-7.3822999,8.885499954,7.790333748,-14.27753162,2.058000088
28,3,2,2,4,3,9.390605339,-16.82086142,12.09700012,19.26460089,-1.061624924,1.010086145,0.5926345659,16.6836338,-9.632300377,12.09700012,8.659406662,-15.51110649,2.378000021
28,3,3,2,6,5,11.01872588,-19.34683746,14.18137836,22.26460059,-1.05307787,1.003651752,0.6002477923,19.28170967,-11.13230038,14.18137836,10.27636433,-18.04338837,1.482499957
29,3,3,-1,6,5,20.63650917,8.357447507,21.54592133,22.26460059,0.3847951763,0.8018009539,0.858363712,19.28170967,-11.13230038,21.54592133,19.24606895,7.794342041,1.482499719
29,1,1,1,1,2,-9.513328701,-11.2911469,-5.910728455,14.76460027,-2.270947946,1.95158809,-0.3903427074,-12.78651905,-7.3822999,-5.910728455,-10.47976589,-12.43818855,2.058000088
29,1,2,1,4,3,-12.15701294,-14.94429268,-5.820937634,19.26460089,-2.253708128,1.864231016,-0.2977386445,-16.6836338,-9.632300377,-5.820937634,-11.2103548,-13.78059101,2.378000021
29,1,3,1,6,5,-13.39930397,-17.78120054,-5.776304722,22.26460059,-2.216575621,1.824638794,-0.2566133199,-19.28170967,-11.13230038,-5.776304722,-12.49649906,-16.58315659,1.482499957
29,2,1,2,1,2,1.711953297,14.66501358,-7.640124321,14.7645998,1.454585069,2.048316014,-0.4967758188,1.421085493e-15,14.7645998,-7.640124321,1.885870695,16.15483284,2.058000088
29,2,2,2,4,3,2.130014815,19.14648477,-8.107771873,19.26460075,1.460003544,1.969158313,-0.4093364355,0,19.26460075,-8.107771873,1.964152694,17.65556717,2.378000021
29,2,3,2,6,5,2.214071365,22.15423966,-8.393500328,22.26460075,1.471188124,1.931309273,-0.3685859648,0,22.26460075,-8.393500328,2.064903498,20.6616497,1.482499957
29,3,1,3,1,2,13.92007668,4.92187836,7.805390835,14.76460027,0.339861689,1.084487788,0.5066943404,12.78651905,-7.3822999,7.805390835,15.33426094,5.421907425,2.058000088
29,3,2,3,4,3,18.1120256,6.563488099,11.97229385,19.26460089,0.3476634716,1.014742375,0.5871444539,16.6836338,-9.632300377,11.97229385,16.70167732,6.05240202,2.378000021
29,3,3,3,6,5,20.81904819,7.891747087,14.94553661,22.26460059,0.362328667,0.9796142433,0.6289704386,19.28170967,-11.13230038,14.94553661,19.41638756,7.360049248,1.482499957
30,1,1,1,1,2,-11.28447051,-9.521247107,-4.734749794,14.76460027,-2.440739534,1.881118306,-0.315426001,-12.78651905,-7.3822999,-4.734749794,-12.4308548,-10.48850632,2.058000088
30,1,2,1,4,3,-14.58131305,-12.5900817,-6.960999966,19.26460089,-2.429347824,1.917534405,-0.3539023877,-16.6836338,-9.632300377,-6.960999966,-13.44596291,-11.60977554,2.378000021
30,1,3,1,6,5,-16.36745739,-15.09366682,-8.411375046,22.26460059,-2.396660153,1.93201202,-0.3693370899,-19.28170967,-11.13230038,-8.411375046,-15.26467896,-14.07671165,1.482499957
30,3,1,2,1,2,14.21171058,-4.002587121,5.445750237,14.76460027,-0.2745288883,1.217438597,0.3609494122,12.78651905,-7.3822999,5.445750237,15.65544701,-4.409201145,2.058000088
30,3,2,2,4,3,18.57239993,-5.117695603,6.360736847,19.26460089,-0.2688810128,1.251888749,0.3244548047,16.6836338,-9.632300377,6.360736847,17.12623787,-4.719200134,2.378000021
30,3,3,2,6,5,21.50295051,-5.773695416,6.962500095,22.26460059,-0.2623198731,1.267714554,0.3078313683,19.28170967,-11.13230038,6.962500095,20.05423355,-5.38470459,1.482499957
31,1,1,-1,1,2,-6.353961911,-13.32743681,-10.27980804,14.76459969,-2.015678043,2.178999047,-0.6495892675,-12.7865181,-7.382300377,-10.27980804,-6.999441624,-14.68133068,2.058000088
31,1,2,-1,4,3,-7.49853365,-17.74533241,-8.626999855,19.26460041,-1.970601614,1.991832707,-0.4340573875,-16.6836338,-9.632299423,-8.626999855,-6.914633751,-16.36352921,2.377999783
31,1,3,-1,6,5,-7.099276614,-21.10243327,-7.565357208,22.26460012,-1.895322134,1.89834935,-0.3335724461,-19.28170967,-11.13229942,-7.565357208,-6.620934486,-19.68057251,1.482499719
31,3,1,1,1,2,13.25772168,-6.498171837,-5.93725872,14.76460027,-0.4557304954,1.953135813,-0.3920103637,12.78651905,-7.3822999,-5.93725872,14.60457611,-7.158322334,2.058000088
31,3,2,1,4,3,17.36549319,-8.340533184,-5.408171654,19.26460089,-0.4477584732,1.844482804,-0.2771686003,16.6836338,-9.632300377,-5.408171654,16.01330757,-7.691087246,2.378000021
31,3,3,1,6,5,20.28464799,-9.178534503,-5.056099892,22.26460059,-0.4249199864,1.794100524,-0.2251835085,19.28170967,-11.13230038,-5.056099892,18.91799164,-8.56014061,1.482499957
31,2,1,2,1,2,10.7443589,10.12680399,-6.049799919,14.7645998,0.7558178864,1.959679815,-0.3990730008,2.842170985e-15,14.7645998,-6.049799919,11.83589172,11.15559864,2.058000088
31,2,2,2,4,3,13.90798758,13.33014342,-5.57202816,19.26460075,0.7641868147,1.852349452,-0.285348475,0,19.26460075,-5.57202816,12.82506371,12.29221249,2.378000021
31,2,3,2,6,5,16.01069351,15.47159139,-5.277590752,22.26460075,0.7682758535,1.80354021,-0.2348740731,1.421085493e-15,22.26460075,-5.277590752,14.93194008,14.42916107,1.482499957
32,3,1,1,1,2,9.716086782,-11.11715246,13.5179615,14.76460027,-0.8525485067,0.8294476512,0.8203921401,12.78651905,-7.3822999,13.5179615,10.70314312,-12.24654293,2.058000088
32,3,2,1,4,3,13.01733941,-14.20118735,18.2329998,19.26460089,-0.8288649641,0.8129023484,0.8429973562,16.6836338,-9.632300377,18.2329998,12.00370789,-13.0953722,2.378000021
32,3,3,1,6,5,15.89433097,-15.59110909,21.46104431,22.26460059,-0.7757679182,0.8037733261,0.8556216203,19.28170967,-11.13230038,21.46104431,14.82338905,-14.54059792,1.482499957
32,1,1,2,1,2,-14.71684333,-1.186568056,9.603928566,14.76460027,-3.06114015,0.9940908193,0.6116182846,-12.78651905,-7.3822999,9.603928566,-16.21179581,-1.307100892,2.058000088
32,1,2,2,4,3,-19.18679046,-1.72971656,12.95619965,19.26460089,-3.05168427,0.9787391217,0.6300247532,-16.6836338,-9.632300377,12.95619965,-17.69279289,-1.595030546,2.378000021
32,1,3,2,6,5,-22.16033838,-2.152171536,15.26577759,22.26460059,-3.044778104,0.9697646437,0.6408729739,-19.28170967,-11.13230038,15.26577759,-20.66732025,-2.007172346,1.482499957
32,2,1,3,1,2,-11.8471214,8.811306468,2.795666695,14.7645998,2.50210302,1.38366248,0.1882357167,2.842170985e-15,14.7645998,2.795666695,-13.05068398,9.706457138,2.058000088
32,2,2,3,4,3,-15.55419507,11.36625963,4.131499767,19.26460075,2.510524479,1.359535696,0.2128498596,1.421085493e-15,19.26460075,4.131499767,-14.34306526,10.48122406,2.378000021
32,2,3,3,6,5,-18.12707968,12.92754535,4.984857082,22.26460075,2.522087609,1.350537126,0.2220620571,1.421085493e-15,22.26460075,4.984857082,-16.90577698,12.05655861,1.482499957
33,2,2,-1,4,3,-4.873924829,18.63785661,12.38339996,19.26460075,1.826575186,0.9994950718,0.6051825974,7.010770986e-08,19.26460075,12.38339996,-4.494423866,17.18664742,2.377999783
